"S.
No.",Description,Average Price,% Change,Cities,Value,Month
46,Match Box Each,6.15,2.33,Multan,7,February 2024
46,Match Box Each,6.15,2.33,Baha-walpur,7,February 2024
46,Match Box Each,6.15,2.33,Karachi,7,February 2024
46,Match Box Each,6.15,2.33,Hyder-abad,6.46,February 2024
46,Match Box Each,6.15,2.33,Sukkur,6,February 2024
46,Match Box Each,6.15,2.33,Larkana,7,February 2024
46,Match Box Each,6.15,2.33,Pesha-war,7,February 2024
46,Match Box Each,6.15,2.33,Bannu,5,February 2024
46,Match Box Each,6.15,2.33,Quetta,5.97,February 2024
46,Match Box Each,6.15,2.33,Khuz-dar,5,February 2024
47,Petrol Super Per Litre,275.02,4.03,Islam-abad,274.8,February 2024
47,Petrol Super Per Litre,275.02,4.03,Rawal-pindi,274.8,February 2024
47,Petrol Super Per Litre,275.02,4.03,Gujran-wala,274.88,February 2024
47,Petrol Super Per Litre,275.02,4.03,Sialkot,274.97,February 2024
47,Petrol Super Per Litre,275.02,4.03,Lahore,274.8,February 2024
47,Petrol Super Per Litre,275.02,4.03,Faisal-abad,274.78,February 2024
47,Petrol Super Per Litre,275.02,4.03,Sar-godha,275.06,February 2024
47,Petrol Super Per Litre,275.02,4.03,Multan,274.84,February 2024
47,Petrol Super Per Litre,275.02,4.03,Baha-walpur,275.3,February 2024
47,Petrol Super Per Litre,275.02,4.03,Karachi,274.79,February 2024
47,Petrol Super Per Litre,275.02,4.03,Hyder-abad,276.01,February 2024
47,Petrol Super Per Litre,275.02,4.03,Sukkur,274.78,February 2024
47,Petrol Super Per Litre,275.02,4.03,Larkana,275.11,February 2024
47,Petrol Super Per Litre,275.02,4.03,Pesha-war,274.8,February 2024
47,Petrol Super Per Litre,275.02,4.03,Bannu,276.04,February 2024
47,Petrol Super Per Litre,275.02,4.03,Quetta,274.78,February 2024
47,Petrol Super Per Litre,275.02,4.03,Khuz-dar,274.8,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Islam-abad,283.1,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Rawal-pindi,283.12,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Gujran-wala,283.13,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Sialkot,283.27,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Lahore,283.1,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Faisal-abad,283.03,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Sar-godha,283.36,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Multan,283.14,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Baha-walpur,283.59,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Karachi,283.09,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Hyder-abad,284.28,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Sukkur,283.13,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Larkana,283.41,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Pesha-war,283.1,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Bannu,283.89,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Quetta,282.97,February 2024
48,Hi-Speed Diesel Per Litre,283.28,2.16,Khuz-dar,283.1,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Islam-abad,3551.58,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Rawal-pindi,3525.01,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Gujran-wala,3358.22,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Sialkot,3300.19,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Lahore,3238.22,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Faisal-abad,3292.8,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Sar-godha,3169.91,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Multan,3213.07,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Baha-walpur,3123.54,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Karachi,3128.43,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Hyder-abad,3152.86,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Sukkur,3338.52,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Larkana,3200,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Pesha-war,3280.23,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Bannu,3059.61,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Quetta,3379.57,February 2024
49,LPG 11.67 kg Cylinder Each,3254.41,-2.93,Khuz-dar,3062.98,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Islam-abad,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Rawal-pindi,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Gujran-wala,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Sialkot,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Lahore,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Faisal-abad,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Sar-godha,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Multan,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Baha-walpur,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Karachi,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Hyder-abad,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Sukkur,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Larkana,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Pesha-war,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Bannu,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Quetta,1.79,February 2024
50,Telephone Call Charges Per Min u,1.79,0,Khuz-dar,1.79,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Islam-abad,111.47,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Rawal-pindi,111.47,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Gujran-wala,104.3,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Sialkot,111.47,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Lahore,111.47,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Faisal-abad,105,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Sar-godha,117.47,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Multan,111.47,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Baha-walpur,111.48,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Karachi,111.48,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Hyder-abad,111.48,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Sukkur,105.98,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Larkana,118.6,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Pesha-war,103.32,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Bannu,111.47,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Quetta,111.48,February 2024
51,Toilet Soap LIFEBUOY 115 gm Each,110.06,0.11,Khuz-dar,103,February 2024
"S.
No.",Description Unit,,,Islam-abad,,February 2024
"S.
No.",Description Unit,,,Rawal-pindi,,February 2024
"S.
No.",Description Unit,,,Gujran-wala,,February 2024
"S.
No.",Description Unit,,,Sialkot,,February 2024
"S.
No.",Description Unit,,,Lahore,,February 2024
"S.
No.",Description Unit,,,Faisal-abad,,February 2024
"S.
No.",Description Unit,,,Sar-godha,,February 2024
"S.
No.",Description Unit,,,Multan,,February 2024
"S.
No.",Description Unit,,,Baha-walpur,,February 2024
"S.
No.",Description Unit,,,Karachi,,February 2024
"S.
No.",Description Unit,,,Hyder-abad,,February 2024
"S.
No.",Description Unit,,,Sukkur,,February 2024
"S.
No.",Description Unit,,,Larkana,,February 2024
"S.
No.",Description Unit,,,Pesha-war,,February 2024
"S.
No.",Description Unit,,,Bannu,,February 2024
"S.
No.",Description Unit,,,Quetta,,February 2024
"S.
No.",Description Unit,,,Khuz-dar,,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Islam-abad,2913.23,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Rawal-pindi,2902.12,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Gujran-wala,2799.33,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Sialkot,2800,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Lahore,2798,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Faisal-abad,2763.94,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Sar-godha,2817.96,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Multan,2724.34,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Baha-walpur,2800,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Karachi,2701.59,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Hyder-abad,2878.29,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Sukkur,2651.98,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Larkana,2723.84,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Pesha-war,2801.63,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Bannu,2852.84,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Quetta,2860.8,February 2024
1,Wheat Flour Bag 20 Kg,2800.77,-0.41,Khuz-dar,2837.88,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Islam-abad,254.82,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Rawal-pindi,245.28,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Gujran-wala,198.78,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Sialkot,163.27,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Lahore,233.98,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Faisal-abad,223.28,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Sar-godha,220,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Multan,200,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Baha-walpur,186.43,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Karachi,268.35,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Hyder-abad,251.51,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Sukkur,220,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Larkana,253.95,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Pesha-war,236.62,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Bannu,190,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Quetta,270.93,February 2024
2,Rice Basmati Broken (Average Qualit 1 Kg,224.33,0.65,Khuz-dar,231.19,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Islam-abad,171.14,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Rawal-pindi,148.93,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Gujran-wala,,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Sialkot,,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Lahore,,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Faisal-abad,160,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Sar-godha,176.6,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Multan,165.64,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Baha-walpur,170,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Karachi,178.72,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Hyder-abad,192.45,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Sukkur,170,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Larkana,156.59,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Pesha-war,180,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Bannu,170,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Quetta,184.95,February 2024
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,169.51,1.1,Khuz-dar,153.92,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Islam-abad,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Rawal-pindi,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Gujran-wala,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Sialkot,110,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Lahore,118.55,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Faisal-abad,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Sar-godha,110,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Multan,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Baha-walpur,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Karachi,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Hyder-abad,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Sukkur,130,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Larkana,112.92,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Pesha-war,110,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Bannu,100,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Quetta,120,February 2024
4,Bread plain (Small Size) Each,115.71,-0.07,Khuz-dar,100,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Islam-abad,1050.1,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Rawal-pindi,983.13,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Gujran-wala,866.35,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Sialkot,850,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Lahore,868.14,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Faisal-abad,861.77,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Sar-godha,806.61,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Multan,850,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Baha-walpur,782.97,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Karachi,995.82,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Hyder-abad,782.82,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Sukkur,800,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Larkana,825.91,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Pesha-war,795.34,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Bannu,700,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Quetta,878.86,February 2024
5,Beef with Bone (Average Quality) 1 Kg,847.68,1.44,Khuz-dar,782.97,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Islam-abad,2070.57,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Rawal-pindi,2016.71,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Gujran-wala,1877.48,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Sialkot,1850,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Lahore,2032.79,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Faisal-abad,1930.98,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Sar-godha,1533.15,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Multan,1800,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Baha-walpur,1565.95,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Karachi,1870.68,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Hyder-abad,1670.4,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Sukkur,1559.22,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Larkana,1766.03,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Pesha-war,1720.59,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Bannu,1400,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Quetta,1762.98,February 2024
6,Mutton (Average Quality) 1 Kg,1754.01,1.29,Khuz-dar,1565.95,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Islam-abad,473.9,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Rawal-pindi,459.12,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Gujran-wala,445.84,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Sialkot,448.89,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Lahore,429.5,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Faisal-abad,446.8,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Sar-godha,441.94,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Multan,450.93,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Baha-walpur,417.84,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Karachi,474.36,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Hyder-abad,464.69,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Sukkur,460.9,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Larkana,449.87,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Pesha-war,458.79,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Bannu,464.88,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Quetta,499.74,February 2024
7,Chicken Farm Broiler (Live) 1 Kg,459.42,4.97,Khuz-dar,533.86,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Islam-abad,212.34,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Rawal-pindi,212.31,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Gujran-wala,200,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Sialkot,160,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Lahore,160.93,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Faisal-abad,186.43,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Sar-godha,146.59,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Multan,176.6,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Baha-walpur,146.59,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Karachi,200,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Hyder-abad,200,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Sukkur,200,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Larkana,213.12,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Pesha-war,211.59,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Bannu,156.59,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Quetta,200,February 2024
8,Milk fresh (Un-boiled) 1 Ltr,185.51,0.1,Khuz-dar,196.61,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Islam-abad,233.18,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Rawal-pindi,231.62,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Gujran-wala,220,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Sialkot,180,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Lahore,185.9,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Faisal-abad,220,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Sar-godha,180,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Multan,217.68,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Baha-walpur,183.83,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Karachi,309.29,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Hyder-abad,276.56,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Sukkur,220,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Larkana,230.24,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Pesha-war,228.46,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Bannu,176.6,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Quetta,220,February 2024
9,Curd (Dahi) Loose 1 Kg,216.4,0.4,Khuz-dar,206.61,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Islam-abad,834.97,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Rawal-pindi,834.65,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Gujran-wala,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Sialkot,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Lahore,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Faisal-abad,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Sar-godha,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Multan,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Baha-walpur,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Karachi,810.23,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Hyder-abad,830,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Sukkur,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Larkana,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Pesha-war,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Bannu,820,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Quetta,850,February 2024
10,Powdered Milk NIDO 390 gm Polyba gEach,823.47,-0.05,Khuz-dar,820,February 2024
11,Eggs Hen (Farm) 1 Dozen,306.68,-26.4,Islam-abad,304.62,February 2024
11,Eggs Hen (Farm) 1 Dozen,306.68,-26.4,Rawal-pindi,302.65,February 2024
